"Order ID,Order Date, Unit Cost , Price ,Order Qty,Channel,Promotion Name,Product Name,Product Sub Category,Product Category,State,Zone"
"1513,14/08/2013, 168.04 , 299.00 ,18,Reseller,August Promotion,The Phone Company PDA Phone 3.5 inches M320 White,Smart phones & PDAs ,Cell phones,Ogun,South West"
"7389,11/01/2012, 277.15 , 588.00 ,12,Store,New Year Promotion,""A. Datum SLR Camera 35"""" X358 Black"",Digital SLR Cameras,Cameras and camcorders ,Kano,North West"
"746,20/02/2012, 169.21 , 588.00 ,12,Reseller,New Year Promotion,""A. Datum SLR Camera 35"""" X358 Black"",Digital SLR Cameras,Cameras and camcorders ,Ogun,South West"
"76,05/06/2014, 239.18 , 429.00 ,12,Store,Adventist Promotion,Kekule Home Theater System 5.1 Channel M1500 Brown,Home Theater System,TV and Video,Kaduna,North West"
"348,23/03/2014, 263.96 , 429.00 ,10,Catalog,No Discount,Kekule Home Theater System 5.1 Channel M1500 Brown,Home Theater System,TV and Video,Ebonyi,South East"
"1348,25/08/2013, 167.41 , 429.00 ,9,Online,August Promotion,Kekule Home Theater System 5.1 Channel M1500 Brown,Home Theater System,TV and Video,Nasarawa,North Central"
"7392,18/04/2012, 7.88 , 11.90 ,6,Reseller,Easter Promotion,Kekule 90W AC/DC Power Adapter E300 White,Computers Accessories,Computers,Kwara,North Central"
"190,02/04/2014, 202.38 , 489.00 ,9,Online,Hammartan Promotion,Kekule Home Theater System 5.1 Channel M1510 Brown,Home Theater System,TV and Video,Kwara,North Central"
"7394,22/08/2012, 61.76 , 198.00 ,12,Store,Adventist Promotion,A. Datum Point Shoot Digital Camera M500 Pink,Digital Cameras,Cameras and camcorders ,Delta,South South"
"239,19/10/2012, 170.37 , 198.00 ,13,Store,Winners Promotion,A. Datum Point Shoot Digital Camera M500 Pink,Digital Cameras,Cameras and camcorders ,Edo,South South"
"1563,06/04/2012, 41.97 , 198.00 ,10,Store,No Discount,A. Datum Point Shoot Digital Camera M500 Pink,Digital Cameras,Cameras and camcorders ,Edo,South South"
"852,27/02/2013, 170.93 , 339.00 ,9,Store,Deeper Promotion,Kekule Home Theater System 5.1 Channel M1520 Brown,Home Theater System,TV and Video,Ebonyi,South East"
"7395,11/03/2014, 225.98 , 436.20 ,10,Store,No Discount,""Fabrikam SLR Camera 35"""" X358 Gold"",Digital SLR Cameras,Cameras and camcorders ,Borno,North East"
"708,04/08/2012, 202.94 , 436.20 ,9,Online,August Promotion,""Fabrikam SLR Camera 35"""" X358 Gold"",Digital SLR Cameras,Cameras and camcorders ,Nasarawa,North Central"
"7397,21/04/2012, 79.85 , 179.00 ,10,Store,No Discount,Proseware LCD19W M100 Black,Monitors,Computers,Akwa Ibom,South South"
"7400,02/05/2013, 119.54 , 200.00 ,12,Store,Easter Promotion,Kekule Touch Screen Phones  - LCD M12 Black,Touch Screen Phones ,Cell phones,Edo,South South"
"7402,30/05/2014, 142.63 , 312.00 ,24,Reseller,Easter Promotion,A. Datum SLR Camera M137 Grey,Digital SLR Cameras,Cameras and camcorders ,Kwara,North Central"
"880,13/12/2011, 143.53 , 312.00 ,4,Store,Deeper Promotion,A. Datum SLR Camera M137 Grey,Digital SLR Cameras,Cameras and camcorders ,Rivers,South South"
"7411,01/11/2013, 450.02 , 819.00 ,13,Store,Winners Promotion,Fabrikam Laptop17 M7000 Black,Laptops,Computers,Zamfara,North West"
"196,14/03/2014, 42.72 , 819.00 ,10,Store,No Discount,Fabrikam Laptop17 M7000 Black,Laptops,Computers,Borno,North East"
"786,17/12/2013, 639.36 , 819.00 ,8,Store,Convention Promotion,Fabrikam Laptop17 M7000 Black,Laptops,Computers,Ogun,South West"
"1526,30/09/2013, 40.66 , 259.00 ,8,Store,Convention Promotion,SV Car Video TFT6.2W E6281 Black,Car Video,TV and Video,Sokoto,North West"
"1546,25/02/2014, 22.25 , 259.00 ,18,Store,Deeper Promotion,SV Car Video TFT6.2W E6281 Black,Car Video,TV and Video,Akwa Ibom,South South"
"7412,27/11/2013, 719.81 , 880.00 ,8,Store,Convention Promotion,""Fabrikam Business Videographer 1/2"""" 3mm M500 Orange"",Camcorders,Cameras and camcorders ,Cross River,South South"
"1520,28/08/2014, 149.44 , 269.00 ,24,Store,Adventist Promotion,SV Car Video TFT6.2W E6282 Black,Car Video,TV and Video,Zamfara,North West"
"1636,27/11/2013, 4.29 , 269.00 ,13,Store,Winners Promotion,SV Car Video TFT6.2W E6282 Black,Car Video,TV and Video,Borno,North East"
"7413,13/12/2013, 171.01 , 679.00 ,13,Store,Xmas Holiday Promotion,WWI LCD22W M2003 Black,Monitors,Computers,Katsina,North West"
"7730,09/03/2012, 85.92 , 309.00 ,10,Store,No Discount,SV Car Video TFT7 M7001 Black,Car Video,TV and Video,Delta,South South"
"1733,26/05/2012, 201.39 , 309.00 ,10,Store,No Discount,SV Car Video TFT7 M7001 Black,Car Video,TV and Video,Ebonyi,South East"
"7414,03/04/2012, 2.40 , 289.99 ,10,Store,No Discount,Kekule DVD 15-Inch Player Portable L200 Silver,Movie DVD,""Music, Movies and Audio Books"",Kaduna,North West"
"17,23/01/2013, 97.91 , 289.99 ,9,Store,Deeper Promotion,Kekule DVD 15-Inch Player Portable L200 Silver,Movie DVD,""Music, Movies and Audio Books"",Ebonyi,South East"
"1400,11/11/2012, 104.75 , 289.99 ,13,Store,Winners Promotion,Kekule DVD 15-Inch Player Portable L200 Silver,Movie DVD,""Music, Movies and Audio Books"",Cross River,South South"
"7417,23/04/2013, 429.85 , 890.00 ,10,Store,No Discount,Fabrikam Business Videographer 1'' 25mm M600 White,Camcorders,Cameras and camcorders ,Edo,South South"
"7735,07/11/2012, 89.93 , 890.00 ,8,Store,Convention Promotion,Fabrikam Business Videographer 1'' 25mm M600 White,Camcorders,Cameras and camcorders ,Bayelsa,South South"
"7419,21/07/2014, 1.70 , 35.99 ,9,Reseller,August Promotion,Kekule Expandable 3-Handset Cordless Phone System M204 White,Home & Office Phones,Cell phones,Ogun,South West"
"1479,26/03/2012, 32.94 , 35.99 ,12,Store,New Year Promotion,Kekule Expandable 3-Handset Cordless Phone System M204 White,Home & Office Phones,Cell phones,Bayelsa,South South"
"132,24/11/2014, 422.43 , 869.00 ,6,Store,Winners Promotion,SV Car Video LCD9.2W X9281 Black,Car Video,TV and Video,Akwa Ibom,South South"
"7420,21/10/2013, 138.64 , 230.90 ,13,Store,Winners Promotion,Kekule Laptop Keyboard X105 Brown,Computers Accessories,Computers,Delta,South South"
"1014,25/10/2012, 452.15 , 699.00 ,13,Store,Winners Promotion,SV Car Video LCD7W M7082 Black,Car Video,TV and Video,Cross River,South South"
"1196,14/10/2013, 84.79 , 699.00 ,13,Store,Winners Promotion,SV Car Video LCD7W M7082 Black,Car Video,TV and Video,Edo,South South"
"1705,14/08/2012, 624.25 , 699.00 ,9,Store,August Promotion,SV Car Video LCD7W M7082 Black,Car Video,TV and Video,Kogi,North Central"
"7421,13/11/2013, 9.56 , 13.50 ,8,Online,Convention Promotion,Kekule Education Supplies Bundle E200 Grey,Computers Accessories,Computers,Nasarawa,North Central"
"385,21/08/2012, 6.29 , 13.50 ,12,Reseller,Adventist Promotion,Kekule Education Supplies Bundle E200 Grey,Computers Accessories,Computers,Delta,South South"
"303,20/05/2012, 212.04 , 329.00 ,10,Store,No Discount,SV Car Video LCD7 M7001 Black,Car Video,TV and Video,Zamfara,North West"
"7460,14/01/2012, 73.68 , 369.00 ,12,Online,New Year Promotion,SV Car Video LCD7 M7003 Black,Car Video,TV and Video,Nasarawa,North Central"
"7424,26/03/2012, 745.28 , 860.00 ,10,Store,No Discount,""Fabrikam Business Videographer 1/3"""" 8.5mm M380 Orange"",Camcorders,Cameras and camcorders ,Borno,North East"
"460,28/11/2013, 275.88 , 860.00 ,8,Reseller,Convention Promotion,""Fabrikam Business Videographer 1/3"""" 8.5mm M380 Orange"",Camcorders,Cameras and camcorders ,Ogun,South West"
"1330,27/02/2014, 462.55 , 860.00 ,9,Store,Hammartan Promotion,""Fabrikam Business Videographer 1/3"""" 8.5mm M380 Orange"",Camcorders,Cameras and camcorders ,Delta,South South"
"1624,17/04/2012, 604.67 , 860.00 ,10,Store,No Discount,""Fabrikam Business Videographer 1/3"""" 8.5mm M380 Orange"",Camcorders,Cameras and camcorders ,Edo,South South"
"7425,06/12/2013, 0.84 , 3.35 ,1040,Reseller,Xmas Holiday Promotion,Kekule In-Line Coupler E180 Silver,Cell phones Accessories,Cell phones,Kwara,North Central"
"1112,01/10/2013, 3.29 , 3.35 ,200,Catalog,No Discount,Kekule In-Line Coupler E180 Silver,Cell phones Accessories,Cell phones,Ebonyi,South East"
"7633,13/01/2013, 135.79 , 499.00 ,9,Store,Deeper Promotion,SV Car Video LCD7W M7081 Silver,Car Video,TV and Video,Rivers,South South"
"1004,01/03/2014, 395.22 , 499.00 ,12,Store,Deeper Promotion,SV Car Video LCD7W M7081 Silver,Car Video,TV and Video,Kaduna,North West"
"7429,06/10/2013, 34.02 , 102.00 ,13,Store,Winners Promotion,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Computers Accessories,Computers,Edo,South South"
"901,09/09/2012, 90.40 , 102.00 ,5,Store,No Discount,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Computers Accessories,Computers,Edo,South South"
"1224,26/08/2012, 0.80 , 102.00 ,6,Store,Adventist Promotion,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Computers Accessories,Computers,Delta,South South"
"7431,24/10/2013, 31.24 , 139.00 ,16,Online,Convention Promotion,Proseware LCD19 E1000 White,Monitors,Computers,Nasarawa,North Central"
"7432,09/02/2012, 60.21 , 68.00 ,24,Reseller,New Year Promotion,Kekule Lens Adapter M450 Black,Cameras & Camcorders Accessories,Cameras and camcorders ,Ogun,South West"
"1666,30/12/2011, 3.08 , 68.00 ,9,Store,Deeper Promotion,Kekule Lens Adapter M450 Black,Cameras & Camcorders Accessories,Cameras and camcorders ,Ebonyi,South East"
"1410,07/12/2012, 70.28 , 309.00 ,13,Store,Xmas Holiday Promotion,SV Car Video TFT7 M7001 Silver,Car Video,TV and Video,Delta,South South"
"991,18/09/2012, 40.39 , 199.00 ,5,Store,No Discount,SV Car Video AM/FM E1000 Silver,Car Video,TV and Video,Akwa Ibom,South South"
"7434,13/09/2012, 87.43 , 600.00 ,20,Online,No Discount,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White,Camcorders,Cameras and camcorders ,Ebonyi,South East"
"835,30/09/2012, 295.21 , 600.00 ,10,Store,No Discount,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White,Camcorders,Cameras and camcorders ,Zamfara,North West"
"7558,18/10/2012, 217.65 , 319.00 ,13,Store,Winners Promotion,SV Car Video TFT7 M7002 Silver,Car Video,TV and Video,Cross River,South South"
"1284,19/05/2012, 90.02 , 319.00 ,10,Store,No Discount,SV Car Video TFT7 M7002 Silver,Car Video,TV and Video,Bayelsa,South South"
"1767,12/01/2013, 76.00 , 319.00 ,9,Store,Deeper Promotion,SV Car Video TFT7 M7002 Silver,Car Video,TV and Video,Zamfara,North West"
"7437,30/07/2014, 854.47 , 999.00 ,9,Store,August Promotion,Proseware Projector 720p DLP56 Silver,Projectors & Screens,Computers,Delta,South South"
"7438,18/08/2013, 26.80 , 29.90 ,10,Online,No Discount,Kekule Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,Computers Accessories,Computers,Kwara,North Central"
"7671,14/06/2014, 435.18 , 699.00 ,12,Store,Adventist Promotion,SV Car Video LCD7W M7082 Silver,Car Video,TV and Video,Edo,South South"
"144,25/10/2012, 196.07 , 699.00 ,13,Store,Winners Promotion,SV Car Video LCD7W M7082 Silver,Car Video,TV and Video,Borno,North East"
"1228,29/06/2013, 258.99 , 699.00 ,12,Store,Adventist Promotion,SV Car Video LCD7W M7082 Silver,Car Video,TV and Video,Ebonyi,South East"
"7440,16/08/2013, 43.12 , 268.00 ,9,Store,August Promotion,The Phone Company PDA Phone Unlocked 3.5 inches M530 White,Smart phones & PDAs ,Cell phones,Abia,South East"
"7441,20/05/2012, 9.69 , 16.00 ,5,Store,No Discount,Kekule Phone for MSN E200 Black,Home & Office Phones,Cell phones,Zamfara,North West"
"7444,31/03/2014, 19.50 , 29.95 ,12,Online,New Year Promotion,Kekule Wireless Notebook Optical Mouse M35 Blue,Computers Accessories,Computers,Nasarawa,North Central"
"1332,17/06/2013, 25.97 , 29.95 ,12,Store,Adventist Promotion,Kekule Wireless Notebook Optical Mouse M35 Blue,Computers Accessories,Computers,Ebonyi,South East"
"7589,31/05/2012, 98.24 , 499.00 ,10,Catalog,No Discount,SV Car Video LCD7W M7081 Brown,Car Video,TV and Video,Ebonyi,South East"
"1659,11/12/2011, 168.28 , 499.00 ,36,Catalog,Deeper Promotion,SV Car Video LCD7W M7081 Brown,Car Video,TV and Video,Ebonyi,South East"
"7448,19/02/2012, 11.35 , 28.99 ,27,Online,Hammartan Promotion,Kekule Hybrid system M60 Grey,Home & Office Phones,Cell phones,Kwara,North Central"
"7449,15/12/2012, 309.62 , 568.00 ,13,Store,Xmas Holiday Promotion,""Kekule SLR Camera 35"""" X358 Black"",Digital SLR Cameras,Cameras and camcorders ,Kebbi,North West"
"7450,06/03/2012, 95.67 , 129.00 ,4,Reseller,Hammartan Promotion,Simpson LCD17W E203 Black,Monitors,Computers,Kwara,North Central"
"7451,17/11/2012, 6.26 , 24.99 ,8,Online,Convention Promotion,Kekule Mini Battery Charger Kit E320 Red,Cameras & Camcorders Accessories,Cameras and camcorders ,Nasarawa,North Central"
"1531,30/12/2011, 22.82 , 24.99 ,12,Online,Xmas Holiday Promotion,Kekule Mini Battery Charger Kit E320 Red,Cameras & Camcorders Accessories,Cameras and camcorders ,Kwara,North Central"
"908,11/10/2012, 140.88 , 309.00 ,26,Reseller,Winners Promotion,SV Car Video TFT7 M7001 Brown,Car Video,TV and Video,Delta,South South"
"1770,13/04/2014, 246.87 , 309.00 ,12,Store,Easter Promotion,SV Car Video TFT7 M7001 Brown,Car Video,TV and Video,Oyo,South West"
"615,30/11/2013, 86.22 , 199.00 ,13,Store,Xmas Holiday Promotion,SV Car Video AM/FM E1000 Brown,Car Video,TV and Video,Katsina,North West"
"7456,04/02/2013, 9.16 , 16.99 ,9,Store,Hammartan Promotion,Kekule Phone with 13-Number Memory (210) M301 White,Home & Office Phones,Cell phones,Enugu,South East"
"458,25/06/2013, 4.63 , 16.99 ,10,Reseller,No Discount,Kekule Phone with 13-Number Memory (210) M301 White,Home & Office Phones,Cell phones,Ogun,South West"
"1328,07/01/2012, 11.16 , 16.99 ,9,Store,Hammartan Promotion,Kekule Phone with 13-Number Memory (210) M301 White,Home & Office Phones,Cell phones,Ondo,South West"
"7459,24/09/2013, 4.88 , 39.99 ,10,Store,No Discount,Kekule Cyber Shot Digital Cameras Adapter E306 Pink,Cameras & Camcorders Accessories,Cameras and camcorders ,Borno,North East"
"7461,18/02/2013, 466.47 , 599.90 ,48,Reseller,New Year Promotion,Simpson Desktop PC2.30 MD230 Brown,Desktops,Computers,Ogun,South West"
"822,16/10/2014, 17.47 , 19.90 ,26,Store,Winners Promotion,Kekule Battery charger - bike E200 White,Computers Accessories,Computers,Edo,South South"
"1299,02/08/2014, 19.56 , 19.90 ,18,Reseller,August Promotion,Kekule Battery charger - bike E200 White,Computers Accessories,Computers,Ogun,South West"
"7465,15/05/2014, 22.21 , 190.00 ,20,Online,No Discount,Proseware Screen 100in M1609 Black,Projectors & Screens,Computers,Ebonyi,South East"
"7510,24/12/2011, 137.25 , 190.00 ,4,Store,Deeper Promotion,Proseware Screen 100in M1609 Black,Projectors & Screens,Computers,Cross River,South South"
"7678,03/06/2012, 10.74 , 15.50 ,5,Store,No Discount,Kekule USB Optical Mouse E200 White,Computers Accessories,Computers,Adamawa,North East"
"394,05/05/2013, 11.32 , 15.50 ,10,Store,No Discount,Kekule USB Optical Mouse E200 White,Computers Accessories,Computers,Jigawa,North West"
"781,02/02/2014, 12.54 , 15.50 ,18,Reseller,Deeper Promotion,Kekule USB Optical Mouse E200 White,Computers Accessories,Computers,Delta,South South"
"7467,22/01/2013, 160.79 , 299.00 ,9,Store,Hammartan Promotion,WWI Screen 113in M1610 White,Projectors & Screens,Computers,Katsina,North West"
"7470,07/08/2014, 109.55 , 299.00 ,20,Reseller,No Discount,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,Touch Screen Phones ,Cell phones,Kwara,North Central"
"7472,13/12/2011, 190.34 , 632.00 ,9,Store,Deeper Promotion,Kekule SLR Camera X145 Blue,Digital SLR Cameras,Cameras and camcorders ,Borno,North East"
"389,10/03/2012, 44.53 , 632.00 ,10,Store,No Discount,Kekule SLR Camera X145 Blue,Digital SLR Cameras,Cameras and camcorders ,Ebonyi,South East"
"1485,20/06/2013, 121.63 , 632.00 ,12,Store,No Discount,Kekule SLR Camera X145 Blue,Digital SLR Cameras,Cameras and camcorders ,Kano,North West"
"1408,07/11/2014, 14.46 , 15.90 ,26,Store,Xmas Holiday Promotion,Kekule USB Wave Multi-media Keyboard E280 White,Computers Accessories,Computers,Edo,South South"
"7475,29/11/2012, 265.19 , 599.00 ,26,Online,Winners Promotion,WWI Laptop16 M0160 Black,Laptops,Computers,Ebonyi,South East"
"475,27/11/2014, 28.15 , 599.00 ,13,Store,Xmas Holiday Promotion,WWI Laptop16 M0160 Black,Laptops,Computers,Imo,South East"
"1153,24/01/2013, 512.01 , 599.00 ,9,Catalog,Deeper Promotion,WWI Laptop16 M0160 Black,Laptops,Computers,Ebonyi,South East"
"702,17/11/2012, 3.17 , 11.90 ,6,Store,Xmas Holiday Promotion,Kekule Cables To Go USB 2.0 Hard Drive Enclosure E920 White,Computers Accessories,Computers,Jigawa,North West"
"1459,11/02/2012, 11.16 , 11.90 ,6,Store,New Year Promotion,Kekule Cables To Go USB 2.0 Hard Drive Enclosure E920 White,Computers Accessories,Computers,Edo,South South"
"7477,09/05/2012, 2.84 , 14.19 ,5,Store,No Discount,Kekule Phone with Memory Dialing-single line E88 Black,Home & Office Phones,Cell phones,Anambra,South East"
"1286,11/10/2014, 0.38 , 14.19 ,16,Store,Convention Promotion,Kekule Phone with Memory Dialing-single line E88 Black,Home & Office Phones,Cell phones,Enugu,South East"
"1394,19/06/2012, 2.36 , 14.19 ,5,Store,No Discount,Kekule Phone with Memory Dialing-single line E88 Black,Home & Office Phones,Cell phones,Jigawa,North West"
"7481,22/06/2013, 63.78 , 196.90 ,10,Store,No Discount,A. Datum SLR-like Digital Camera M400 Orange,Digital Cameras,Cameras and camcorders ,Ekiti,South West"
"756,02/11/2013, 7.09 , 196.90 ,8,Store,Convention Promotion,A. Datum SLR-like Digital Camera M400 Orange,Digital Cameras,Cameras and camcorders ,Ekiti,South West"
"736,19/06/2014, 10.00 , 16.50 ,12,Catalog,Adventist Promotion,Kekule Notebook Peripheral Kit M69 Grey,Computers Accessories,Computers,Ebonyi,South East"
"1291,01/05/2012, 4.59 , 16.50 ,10,Store,No Discount,Kekule Notebook Peripheral Kit M69 Grey,Computers Accessories,Computers,Delta,South South"
"1560,06/12/2011, 10.36 , 16.50 ,9,Store,Deeper Promotion,Kekule Notebook Peripheral Kit M69 Grey,Computers Accessories,Computers,Borno,North East"
"7484,21/05/2012, 12.03 , 44.00 ,6,Store,Easter Promotion,SV Keyboard E10 Silver,Computers Accessories,Computers,Oyo,South West"
"7610,22/03/2012, 39.86 , 44.00 ,6,Online,New Year Promotion,SV Keyboard E10 Silver,Computers Accessories,Computers,Nasarawa,North Central"
"7485,05/11/2012, 31.26 , 41.73 ,8,Store,Convention Promotion,SV Keyboard E90 Silver,Computers Accessories,Computers,Oyo,South West"
"352,18/07/2014, 29.23 , 41.73 ,20,Online,No Discount,SV Keyboard E90 Silver,Computers Accessories,Computers,Kwara,North Central"
"7489,17/04/2012, 315.57 , 869.00 ,10,Store,No Discount,Simpson LCD24W X300 Black,Monitors,Computers,Nasarawa,North Central"
"89,05/11/2012, 400.53 , 869.00 ,13,Store,Winners Promotion,Simpson LCD24W X300 Black,Monitors,Computers,Anambra,South East"
"7674,20/02/2012, 0.07 , 9.50 ,9,Store,Deeper Promotion,Kekule Education Essentials Bundle M300 Grey,Computers Accessories,Computers,Ebonyi,South East"
"7490,03/05/2012, 112.86 , 229.90 ,30,Catalog,No Discount,WWI Desktop PC1.80 E1800 Black,Desktops,Computers,Ebonyi,South East"
"1395,21/09/2014, 182.17 , 229.90 ,20,Store,No Discount,WWI Desktop PC1.80 E1800 Black,Desktops,Computers,Ekiti,South West"
"136,25/12/2013, 8.47 , 11.50 ,18,Store,Deeper Promotion,Kekule Desktop Alternative Bundle E200 Grey,Computers Accessories,Computers,Ebonyi,South East"
"7491,18/08/2012, 364.84 , 646.00 ,12,Store,Adventist Promotion,Kekule SLR Camera X143 Grey,Digital SLR Cameras,Cameras and camcorders ,Edo,South South"
"164,22/10/2012, 151.88 , 646.00 ,13,Store,Xmas Holiday Promotion,Kekule SLR Camera X143 Grey,Digital SLR Cameras,Cameras and camcorders ,Delta,South South"
"7492,31/07/2013, 70.05 , 200.00 ,12,Store,Adventist Promotion,A. Datum Rangefinder Digital Camera X200 Silver,Digital Cameras,Cameras and camcorders ,Edo,South South"
"7493,10/06/2013, 13.46 , 169.00 ,12,Online,No Discount,Proseware Ink Jet All in one M300 Grey,""Printers, Scanners & Fax"",Computers,Kwara,North Central"
"1384,13/04/2013, 115.82 , 169.00 ,10,Catalog,No Discount,Proseware Ink Jet All in one M300 Grey,""Printers, Scanners & Fax"",Computers,Ebonyi,South East"
"7494,19/09/2014, 25.12 , 49.99 ,10,Store,No Discount,Kekule behind Centrex X15 Grey,Home & Office Phones,Cell phones,Borno,North East"
"855,25/04/2013, 12.12 , 49.99 ,10,Store,No Discount,Kekule behind Centrex X15 Grey,Home & Office Phones,Cell phones,Ebonyi,South East"
"7496,13/09/2013, 46.18 , 281.00 ,10,Store,No Discount,A. Datum Consumer Digital Camera E100 Black,Digital Cameras,Cameras and camcorders ,Rivers,South South"
"670,28/07/2012, 229.42 , 281.00 ,12,Online,Adventist Promotion,A. Datum Consumer Digital Camera E100 Black,Digital Cameras,Cameras and camcorders ,Ebonyi,South East"
"881,23/01/2012, 275.17 , 281.00 ,9,Store,Deeper Promotion,A. Datum Consumer Digital Camera E100 Black,Digital Cameras,Cameras and camcorders ,Edo,South South"
"1438,25/04/2013, 153.84 , 310.00 ,10,Online,No Discount,The Phone Company Smart phones Unlocked International M800 Grey,Smart phones & PDAs ,Cell phones,Ebonyi,South East"
"7500,14/08/2014, 12.76 , 188.00 ,12,Reseller,Adventist Promotion,Proseware Wireless Photo All-in-One Printer M390 Grey,""Printers, Scanners & Fax"",Computers,Delta,South South"
"652,18/08/2012, 65.91 , 188.00 ,18,Online,August Promotion,Proseware Wireless Photo All-in-One Printer M390 Grey,""Printers, Scanners & Fax"",Computers,Nasarawa,North Central"
"910,08/07/2014, 98.65 , 188.00 ,10,Store,No Discount,Proseware Wireless Photo All-in-One Printer M390 Grey,""Printers, Scanners & Fax"",Computers,Akwa Ibom,South South"
"763,29/11/2012, 28.62 , 129.00 ,6,Store,Winners Promotion,The Phone Company Smart phones without camera E100 White,Smart phones & PDAs ,Cell phones,Akwa Ibom,South South"
"1002,29/08/2014, 39.11 , 129.00 ,18,Online,August Promotion,The Phone Company Smart phones without camera E100 White,Smart phones & PDAs ,Cell phones,Nasarawa,North Central"
"1342,18/06/2014, 35.83 , 129.00 ,24,Store,No Discount,The Phone Company Smart phones without camera E100 White,Smart phones & PDAs ,Cell phones,Bauchi,North East"
"7501,31/08/2014, 87.07 , 267.00 ,12,Reseller,Adventist Promotion,The Phone Company Smart phones Unlocked M300 Grey,Smart phones & PDAs ,Cell phones,Delta,South South"
"92,31/01/2014, 62.58 , 267.00 ,9,Catalog,Deeper Promotion,The Phone Company Smart phones Unlocked M300 Grey,Smart phones & PDAs ,Cell phones,Ebonyi,South East"
"7502,17/12/2011, 21.44 , 28.00 ,4,Store,Deeper Promotion,Kekule Digital Camera/Camcorder USB Cable E324 White,Cameras & Camcorders Accessories,Cameras and camcorders ,Edo,South South"
"7503,02/07/2012, 253.17 ,"" 1,000.00 "",24,Store,Adventist Promotion,""Fabrikam Trendsetter 1/2"""" 3mm X300 Orange"",Camcorders,Cameras and camcorders ,Zamfara,North West"
"7505,13/07/2013, 143.67 , 158.00 ,18,Reseller,August Promotion,""Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green"",""Printers, Scanners & Fax"",Computers,Ogun,South West"
"34,27/04/2012, 67.23 , 208.00 ,10,Store,No Discount,The Phone Company Smart phones 160x160 M26 White,Smart phones & PDAs ,Cell phones,Jigawa,North West"
"936,15/05/2014, 152.91 , 208.00 ,12,Online,Easter Promotion,The Phone Company Smart phones 160x160 M26 White,Smart phones & PDAs ,Cell phones,Kwara,North Central"
"7507,31/10/2012, 383.53 ,"" 1,099.00 "",13,Store,Winners Promotion,Fabrikam Laptop19 M9000 Black,Laptops,Computers,Delta,South South"
"135,28/01/2012, 193.27 ,"" 1,099.00 "",9,Store,Hammartan Promotion,Fabrikam Laptop19 M9000 Black,Laptops,Computers,Kebbi,North West"
"1370,28/12/2013, 36.98 ,"" 1,099.00 "",26,Reseller,Xmas Holiday Promotion,Fabrikam Laptop19 M9000 Black,Laptops,Computers,Kwara,North Central"
"63,18/12/2012, 25.53 , 230.00 ,36,Catalog,Deeper Promotion,The Phone Company Smart phones 6-LINE SCREEN M21 White,Smart phones & PDAs ,Cell phones,Ebonyi,South East"
"7509,07/08/2013, 112.44 , 358.00 ,12,Store,Adventist Promotion,""Kekule SLR Camera 35"""" M358 Grey"",Digital SLR Cameras,Cameras and camcorders ,Borno,North East"
"7513,04/07/2014, 11.07 , 16.00 ,48,Catalog,Adventist Promotion,Kekule Phone with Memory Dialing-2 lines E90 White,Home & Office Phones,Cell phones,Ebonyi,South East"
"7599,25/05/2014, 12.61 , 16.00 ,20,Store,No Discount,Kekule Phone with Memory Dialing-2 lines E90 White,Home & Office Phones,Cell phones,Edo,South South"
"7514,28/11/2013, 19.34 , 28.99 ,13,Store,Xmas Holiday Promotion,Kekule Hybrid system M60 White,Home & Office Phones,Cell phones,Kwara,North Central"
"7515,10/09/2013, 400.97 , 967.00 ,10,Store,No Discount,Fabrikam Laptop16W M6080 Black,Laptops,Computers,Jigawa,North West"
"52,04/10/2014, 249.94 , 967.00 ,10,Store,No Discount,Fabrikam Laptop16W M6080 Black,Laptops,Computers,Akwa Ibom,South South"
"7516,23/12/2012, 11.63 , 19.99 ,9,Store,Deeper Promotion,Kekule General Carrying Case E304 Black,Cameras & Camcorders Accessories,Cameras and camcorders ,Zamfara,North West"
"274,07/01/2014, 8.90 , 19.99 ,18,Store,Deeper Promotion,Kekule General Carrying Case E304 Black,Cameras & Camcorders Accessories,Cameras and camcorders ,Anambra,South East"
"7519,20/11/2012, 2.07 , 3.35 ,120,Store,Winners Promotion,Kekule In-Line Coupler E180 White,Cell phones Accessories,Cell phones,Borno,North East"
"728,30/09/2014, 2.94 , 3.35 ,400,Reseller,No Discount,Kekule In-Line Coupler E180 White,Cell phones Accessories,Cell phones,Delta,South South"
"1535,12/03/2014, 2.45 , 3.35 ,480,Online,New Year Promotion,Kekule In-Line Coupler E180 White,Cell phones Accessories,Cell phones,Nasarawa,North Central"
"1577,12/12/2011, 2.47 , 3.35 ,80,Store,Convention Promotion,Kekule In-Line Coupler E180 White,Cell phones Accessories,Cell phones,Jigawa,North West"
"1213,14/08/2012, 182.99 , 879.90 ,24,Catalog,Adventist Promotion,Fabrikam Laptop17W M7080 Black,Laptops,Computers,Ebonyi,South East"
